SALT LAKE CITY INTERNATIONAL AIRPORT,08/29/21,72
SALT LAKE CITY INTERNATIONAL AIRPORT,08/30/21,75
SALT LAKE CITY INTERNATIONAL AIRPORT,08/31/21,80
SALT LAKE CITY INTERNATIONAL AIRPORT,09/01/21,79
SALT LAKE CITY INTERNATIONAL AIRPORT,09/02/21,76
SALT LAKE CITY INTERNATIONAL AIRPORT,09/03/21,74
SALT LAKE CITY INTERNATIONAL AIRPORT,09/04/21,70
SALT LAKE CITY INTERNATIONAL AIRPORT,09/05/21,74
SALT LAKE CITY INTERNATIONAL AIRPORT,09/06/21,77
SALT LAKE CITY INTERNATIONAL AIRPORT,09/07/21,76
SALT LAKE CITY INTERNATIONAL AIRPORT,09/08/21,76
SALT LAKE CITY INTERNATIONAL AIRPORT,09/09/21,78
SALT LAKE CITY INTERNATIONAL AIRPORT,09/10/21,82
SALT LAKE CITY INTERNATIONAL AIRPORT,09/11/21,71
SALT LAKE CITY INTERNATIONAL AIRPORT,09/12/21,73
SALT LAKE CITY INTERNATIONAL AIRPORT,09/13/21,74
SALT LAKE CITY INTERNATIONAL AIRPORT,09/14/21,71
SALT LAKE CITY INTERNATIONAL AIRPORT,09/15/21,72
SALT LAKE CITY INTERNATIONAL AIRPORT,09/16/21,74
SALT LAKE CITY INTERNATIONAL AIRPORT,09/17/21,70
SALT LAKE CITY INTERNATIONAL AIRPORT,09/18/21,73
SALT LAKE CITY INTERNATIONAL AIRPORT,09/19/21,71
SALT LAKE CITY INTERNATIONAL AIRPORT,09/20/21,56
SALT LAKE CITY INTERNATIONAL AIRPORT,09/21/21,57
SALT LAKE CITY INTERNATIONAL AIRPORT,09/22/21,63
SALT LAKE CITY INTERNATIONAL AIRPORT,09/23/21,66
SALT LAKE CITY INTERNATIONAL AIRPORT,09/24/21,66
SALT LAKE CITY INTERNATIONAL AIRPORT,09/25/21,69
SALT LAKE CITY INTERNATIONAL AIRPORT,09/26/21,71
SALT LAKE CITY INTERNATIONAL AIRPORT,09/27/21,72
